id,name,url,regular_price,promo_price,brand
126922,Вырезка говяжья без цепочки зерновой откорм Уругвай охлажденная,https://online.metro-cc.ru/products/vyrezka-govyazhya-bez-cepochki-zernovoj-otkorm-urugvaj-ohlazhdennaya-v-vakuume,Раскупили,,Без бренда
136317,"Гуляш Primebeef мраморная говядина охлажденная, 400г",https://online.metro-cc.ru/products/gulyash-primebeef-mramornaya-govyadina-ohlazhdennaya-400g,Раскупили,,PRIMEBEEF
203681,"Стриплойн говяжий Мираторг кусок охлажденный, ~3кг",https://online.metro-cc.ru/products/3kg-striployn-govyazhiy-kusok-ohl-vu,Раскупили,,МИРАТОРГ
110705,"Часть лопатки Мясники наружная без кости охлажденная, ~2.3кг",https://online.metro-cc.ru/products/chast-naruzhnaya-lopatochnogo-otruba-bez-kozhi-ohlazhdennaya-myasniki-v-vakuumnoj-upakovke,Раскупили,,МЯСНИКИ
98444,Стейк Primebeef Мачете говяжий охлажденный,https://online.metro-cc.ru/products/stejk-govyazhij-prime-beef-machete-1-kg-98444,Раскупили,,PRIMEBEEF
127769,Стейк фленк говяжий зерновой откорм Уругвай охлажденный,https://online.metro-cc.ru/products/flenk-stejk-govyazhij-zern-otkorm-urugvaj-ohl-v-u,Раскупили,,GRAND ANA PAULA
126922,Вырезка говяжья без цепочки зерновой откорм Уругвай охлажденная,https://online.metro-cc.ru/products/vyrezka-govyazhya-bez-cepochki-zernovoj-otkorm-urugvaj-ohlazhdennaya-v-vakuume,Раскупили,,Без бренда
656130,Корейка Останкино свиная на кости без позвоночника,https://online.metro-cc.ru/products/korejka-na-kosti-bez-pozvonochnika-v-u-ostankino,Раскупили,,ОСТАНКИНО
123260,Свинина Останкино праздничная для запекания охлажденная,https://online.metro-cc.ru/products/prazdnichnaya-mgs-ohl-lotok-dlya-zap,Раскупили,,ОСТАНКИНО
621636,Стейк фленк Rioplatense говяжий охлажденный,https://online.metro-cc.ru/products/tacuarembo-okovalok,Раскупили,,RIOPLATENSE
136317,"Гуляш Primebeef мраморная говядина охлажденная, 400г",https://online.metro-cc.ru/products/gulyash-primebeef-mramornaya-govyadina-ohlazhdennaya-400g,Раскупили,,PRIMEBEEF
203681,"Стриплойн говяжий Мираторг кусок охлажденный, ~3кг",https://online.metro-cc.ru/products/3kg-striployn-govyazhiy-kusok-ohl-vu,Раскупили,,МИРАТОРГ
126920,Толстый край говяжий 1/2 зерновой откорм Уругвай охлажденный в вакууме,https://online.metro-cc.ru/products/tolstyj-kraj-govyazhij-1-2-zernovoj-otkorm-urugvaj-ohlazhdennyj-v-vakuume,Раскупили,,Без бренда
131591,Часть бедра наружная Диета18 говядина охлажденная,https://online.metro-cc.ru/products/naruzhnaya-chast-bedra-dieta-18-ohl-v-u,Раскупили,,ДИЕТА18
343297,Вырезка Останкино свиная охлажденная,https://online.metro-cc.ru/products/vyrezka-vakuumnaya-upakovka-ostankino,Раскупили,,ОСТАНКИНО
568959,Свиной окорок без кости охлажденный вакуумная упаковка ЗМК,https://online.metro-cc.ru/products/svinoj-okorok-bez-kosti-vakuumnaya-upakovka-zmk,Раскупили,,Без бренда
373055,Шея свиная крупный кусок охлажденная,https://online.metro-cc.ru/products/sheya-krupnyj-kusok-vakuumnaya-upakovka,Раскупили,,Без бренда
128467,Лопатка свиная Бутчер без кости охлажденная,https://online.metro-cc.ru/products/lopatka-b-k-ohl-v-u-128467,Раскупили,,БУТЧЕР
128468,Окорок свиной Бутчер без кости охлажденный,https://online.metro-cc.ru/products/okorok-svinoj-b-k-ohl-v-u-128468,Раскупили,,БУТЧЕР
128465,Карбонад Бутчер Люкс из свинины охлажденный,https://online.metro-cc.ru/products/karbonad-lyuks-iz-ohl-v-u,Раскупили,,БУТЧЕР
78675,Внутренняя часть бедра Мираторг говяжья Black Angus охлажденная,https://online.metro-cc.ru/products/vnutrennyaya-chast-bedra-gov-ohl-miratorg-black-angus,Раскупили,,МИРАТОРГ
372764,Вырезка свиная охлажденная в вакуумной упаковке,https://online.metro-cc.ru/products/vyrezka-v-vakuumnoj-upakovke,Раскупили,,Без бренда
214311,"Карбонад Останкино свиной без кости охлажденный, ~1кг",https://online.metro-cc.ru/products/1kg-karbonad-svinoy-ostankino-bk-ohl-vu,Раскупили,,ОСТАНКИНО
128466,Корейка свиная на кости охлажденная,https://online.metro-cc.ru/products/korejka-nk-ohl-v-u,Раскупили,,БУТЧЕР
508394,Кость говяжья ЭКОЛЬ охлажденная,https://online.metro-cc.ru/products/kost-govyazhya-ekol-ohlazhdennaya,Раскупили,,ЭКОЛЬ
